consentKey.keys,consentKey.rt,languageL1Key.keys,languageL1Key.rt,languageL2,languageL2OralKey.keys,languageL2OralKey.rt,languageL2WrittenKey.keys,languageL2WrittenKey.rt,languageL3OralKey.keys,languageL3OralKey.rt,languageL3WrittenKey.keys,languageL3WrittenKey.rt,languageCatalanOralKey.keys,languageCatalanOralKey.rt,languageCatalanWrittenKey.keys,languageCatalanWrittenKey.rt,languageCatalanTimeKey.keys,languageCatalanTimeKey.rt,languageSpanishOralKey.keys,languageSpanishOralKey.rt,languageSpanishWrittenKey.keys,languageSpanishWrittenKey.rt,languageSpanishTimeKey.keys,languageSpanishTimeKey.rt,age,demoSexKey.keys,demoSexKey.rt,demoEducationKey.keys,demoEducationKey.rt,city,demoVisionKey.keys,demoVisionKey.rt,demoLanguageKey.keys,demoLanguageKey.rt,setupLocationKey.keys,setupLocationKey.rt,setupNoiseKey.keys,setupNoiseKey.rt,instructionsKeys.keys,instructionsKeys.rt,trialOffset,keyPressTime,keyPressed,inputText,error,trialsPracticeSpanish.thisRepN,trialsPracticeSpanish.thisTrialN,trialsPracticeSpanish.thisN,trialsPracticeSpanish.thisIndex,trialsPracticeSpanish.ran,trialsPracticeSpanish.order,trial_id,word,test_language,soundfile,date,expName,psychopyVersion,OS,frameRate,participant,trialsSpanish.thisRepN,trialsSpanish.thisTrialN,trialsSpanish.thisN,trialsSpanish.thisIndex,trialsSpanish.ran,trialsSpanish.order
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.366000175,n,PIN,FALSE,,,,,,,76,panal,Spanish,Sounds/spa_panal.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,1,0,98,71,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43200016,e,PINE,FALSE,,,,,,,76,panal,Spanish,Sounds/spa_panal.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,1,0,98,71,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.532000065,a,PINEA,FALSE,,,,,,,76,panal,Spanish,Sounds/spa_panal.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,1,0,98,71,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.664999962,p,PINEAP,FALSE,,,,,,,76,panal,Spanish,Sounds/spa_panal.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,1,0,98,71,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.782000065,p,PINEAPP,FALSE,,,,,,,76,panal,Spanish,Sounds/spa_panal.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,1,0,98,71,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.883000135,e,PINEAPPE,FALSE,,,,,,,76,panal,Spanish,Sounds/spa_panal.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,1,0,98,71,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94900012,l,PINEAPPEL,FALSE,,,,,,,76,panal,Spanish,Sounds/spa_panal.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,1,0,98,71,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.348999977,backspace,PINEAPPE,TRUE,,,,,,,76,panal,Spanish,Sounds/spa_panal.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,1,0,98,71,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.482000113,backspace,PINEAPP,TRUE,,,,,,,76,panal,Spanish,Sounds/spa_panal.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,1,0,98,71,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.649000168,l,PINEAPPL,TRUE,,,,,,,76,panal,Spanish,Sounds/spa_panal.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,1,0,98,71,1,97
